股票代码,行业,股票名称,市盈率得分,财务得分,总分
603017.SH,建筑工程,中衡设计,24.0,70.0,47.0
603018.SH,建筑工程,华设集团,24.0,60.0,42.0
603019.SH,IT设备,中科曙光,72.0,69.0,70.5
603020.SH,食品,爱普股份,24.0,54.0,39.0
603021.SH,玻璃,山东华鹏,32.0,49.0,40.5
603022.SH,广告包装,新通联,24.0,56.0,40.0
603023.SH,汽车配件,威帝股份,8.0,57.0,32.5
603025.SH,纺织机械,大豪科技,8.0,69.0,38.5
603026.SH,化工原料,石大胜华,16.0,64.0,40.0
603027.SH,食品,千禾味业,8.0,57.0,32.5
603028.SH,钢加工,赛福天,8.0,64.0,36.0
603029.SH,农用机械,天鹅股份,16.0,45.0,30.5
603030.SH,装修装饰,全筑股份,32.0,70.0,51.0
603031.SH,百货,安德利,16.0,64.0,40.0
603032.SH,公共交通,*ST德新,8.0,54.0,31.0
603033.SH,橡胶,三维股份,16.0,54.0,35.0
603035.SH,汽车配件,常熟汽饰,24.0,57.0,40.5
603036.SH,专用机械,如通股份,16.0,55.0,35.5
603037.SH,汽车配件,凯众股份,16.0,58.0,37.0
603038.SH,装修装饰,华立股份,16.0,53.0,34.5
603039.SH,软件服务,泛微网络,16.0,58.0,37.0
603040.SH,汽车配件,新坐标,16.0,58.0,37.0
603041.SH,化工原料,美思德,24.0,63.0,43.5
603042.SH,通信设备,华脉科技,32.0,47.0,39.5
603043.SH,食品,广州酒家,24.0,68.0,46.0
603045.SH,电气设备,福达合金,40.0,50.0,45.0
603048.SH,汽车配件,浙江黎明,8.0,60.0,34.0
603050.SH,电气设备,科林电气,32.0,53.0,42.5
603053.SH,供气供热,成都燃气,24.0,66.0,45.0
603055.SH,纺织,台华新材,8.0,60.0,34.0
603056.SH,仓储物流,德邦股份,32.0,59.0,45.5
603058.SH,广告包装,永吉股份,8.0,70.0,39.0
603059.SH,日用化工,倍加洁,32.0,66.0,49.0
603060.SH,建筑工程,国检集团,8.0,72.0,40.0
603063.SH,电气设备,禾望电气,8.0,63.0,35.5
603066.SH,仓储物流,音飞储存,8.0,53.0,30.5
603067.SH,化工原料,振华股份,32.0,58.0,45.0
603068.SH,半导体,博通集成,24.0,44.0,34.0
603069.SH,公路,海汽集团,8.0,28.0,18.0
603071.SH,批发业,物产环能,16.0,63.0,39.5
603076.SH,专用机械,乐惠国际,24.0,43.0,33.5
603077.SH,化工原料,和邦生物,24.0,68.0,46.0
603078.SH,化工原料,江化微,16.0,44.0,30.0
603079.SH,食品,圣达生物,24.0,59.0,41.5
603080.SH,供气供热,新疆火炬,16.0,61.0,38.5
603081.SH,专用机械,大丰实业,40.0,54.0,47.0
603083.SH,通信设备,剑桥科技,40.0,53.0,46.5
603085.SH,汽车配件,天成自控,24.0,44.0,34.0
603086.SH,农药化肥,先达股份,24.0,55.0,39.5
603087.SH,生物制药,甘李药业,24.0,53.0,38.5
603088.SH,专用机械,宁波精达,24.0,55.0,39.5
603089.SH,汽车配件,正裕工业,32.0,55.0,43.5
603090.SH,专用机械,宏盛股份,24.0,54.0,39.0
603093.SH,多元金融,南华期货,56.0,63.0,59.5
603095.SH,纺织机械,越剑智能,16.0,59.0,37.5
603096.SH,出版业,新经典,8.0,62.0,35.0
603098.SH,装修装饰,森特股份,8.0,50.0,29.0
603099.SH,旅游景点,长白山,8.0,48.0,28.0
603100.SH,电器仪表,川仪股份,40.0,81.0,60.5
603101.SH,百货,汇嘉时代,24.0,72.0,48.0
603102.SH,医疗保健,百合股份,0.0,51.0,25.5
603103.SH,影视音像,横店影视,36.0,62.0,49.0
603105.SH,电气设备,芯能科技,8.0,74.0,41.0
603106.SH,IT设备,恒银科技,24.0,44.0,34.0
603108.SH,医药商业,润达医疗,24.0,64.0,44.0
603109.SH,电气设备,神驰机电,32.0,55.0,43.5
603110.SH,染料涂料,东方材料,8.0,56.0,32.0
603111.SH,运输设备,康尼机电,32.0,52.0,42.0
603112.SH,机械基件,华翔股份,32.0,52.0,42.0
603113.SH,焦炭加工,金能科技,24.0,68.0,46.0
603115.SH,铝,海星股份,8.0,55.0,31.5
603116.SH,服饰,红蜻蜓,32.0,53.0,42.5
603117.SH,仓储物流,万林物流,8.0,51.0,29.5
603118.SH,通信设备,共进股份,40.0,55.0,47.5
603121.SH,汽车配件,华培动力,24.0,56.0,40.0
603122.SH,医药商业,合富中国,0.0,54.0,27.0
603123.SH,百货,翠微股份,24.0,57.0,40.5
603126.SH,环境保护,中材节能,32.0,56.0,44.0
603127.SH,医疗保健,昭衍新药,8.0,46.0,27.0
603128.SH,仓储物流,华贸物流,60.0,78.0,69.0
603129.SH,摩托车,春风动力,16.0,52.0,34.0
603131.SH,专用机械,上海沪工,24.0,57.0,40.5
603132.SH,铅锌,金徽股份,0.0,63.0,31.5
603133.SH,元器件,碳元科技,24.0,48.0,36.0
603136.SH,旅游景点,天目湖,24.0,78.0,51.0
603138.SH,软件服务,海量数据,16.0,55.0,35.5
603139.SH,中成药,康惠制药,16.0,63.0,39.5
603150.SH,塑料,万朗磁塑,0.0,47.0,23.5
603155.SH,化工原料,新亚强,8.0,58.0,33.0
603156.SH,软饮料,养元饮品,16.0,53.0,34.5
603157.SH,服饰,*ST拉夏,24.0,60.0,42.0
603158.SH,汽车配件,腾龙股份,24.0,51.0,37.5
603159.SH,专用机械,上海亚虹,32.0,62.0,47.0
603160.SH,元器件,汇顶科技,16.0,62.0,39.0
603161.SH,汽车配件,科华控股,32.0,64.0,48.0
603165.SH,造纸,荣晟环保,24.0,63.0,43.5
603166.SH,汽车配件,福达股份,24.0,70.0,47.0
603167.SH,水运,渤海轮渡,16.0,52.0,34.0
603168.SH,化学制药,莎普爱思,24.0,52.0,38.0
603169.SH,专用机械,兰石重装,32.0,51.0,41.5
603171.SH,软件服务,税友股份,16.0,57.0,36.5
603176.SH,建筑工程,汇通集团,32.0,63.0,47.5
603177.SH,环境保护,德创环保,16.0,47.0,31.5
603178.SH,汽车配件,圣龙股份,24.0,54.0,39.0
603179.SH,汽车配件,新泉股份,24.0,46.0,35.0
603180.SH,家居用品,金牌厨柜,24.0,65.0,44.5
603181.SH,化工原料,皇马科技,16.0,47.0,31.5
603183.SH,建筑工程,建研院,16.0,62.0,39.0
603185.SH,电气设备,上机数控,16.0,54.0,35.0
603186.SH,元器件,华正新材,32.0,58.0,45.0
603187.SH,机械基件,海容冷链,24.0,55.0,39.5
603188.SH,染料涂料,亚邦股份,16.0,35.0,25.5
603189.SH,软件服务,网达软件,8.0,61.0,34.5
603192.SH,化工原料,汇得科技,32.0,59.0,45.5
603195.SH,家居用品,公牛集团,44.0,53.0,48.5
603196.SH,服饰,日播时尚,24.0,57.0,40.5
603197.SH,汽车配件,保隆科技,24.0,57.0,40.5
603198.SH,白酒,迎驾贡酒,24.0,52.0,38.0
603199.SH,旅游景点,九华旅游,32.0,63.0,47.5
603200.SH,环境保护,上海洗霸,16.0,61.0,38.5
603203.SH,专用机械,快克股份,16.0,57.0,36.5
603208.SH,家居用品,江山欧派,24.0,49.0,36.5
603212.SH,塑料,赛伍技术,16.0,45.0,30.5
603213.SH,化工原料,镇洋发展,16.0,63.0,39.5
603214.SH,百货,爱婴室,72.0,69.0,70.5
603215.SH,家用电器,比依股份,0.0,45.0,22.5
603216.SH,家居用品,梦天家居,16.0,59.0,37.5
603217.SH,化工原料,元利科技,24.0,51.0,37.5
603218.SH,电气设备,日月股份,16.0,60.0,38.0
603219.SH,家用电器,富佳股份,16.0,55.0,35.5
603220.SH,通信设备,中贝通信,32.0,49.0,40.5
603221.SH,家居用品,爱丽家居,48.0,59.0,53.5
603222.SH,医疗保健,济民医疗,24.0,47.0,35.5
603223.SH,仓储物流,恒通股份,24.0,58.0,41.0
603225.SH,化纤,新凤鸣,64.0,61.0,62.5
603226.SH,家居用品,菲林格尔,16.0,43.0,29.5
603227.SH,化工原料,雪峰科技,32.0,62.0,47.0
603228.SH,元器件,景旺电子,24.0,63.0,43.5
603229.SH,化学制药,奥翔药业,8.0,63.0,35.5
603230.SH,出版业,内蒙新华,8.0,63.0,35.5
603232.SH,软件服务,格尔软件,24.0,49.0,36.5
603233.SH,医药商业,大参林,8.0,68.0,38.0
603236.SH,通信设备,移远通信,24.0,52.0,38.0
603238.SH,纺织,诺邦股份,24.0,77.0,50.5
603239.SH,汽车配件,浙江仙通,16.0,70.0,43.0
603256.SH,玻璃,宏和科技,8.0,55.0,31.5
603258.SH,互联网,电魂网络,16.0,66.0,41.0
603259.SH,化学制药,药明康德,8.0,69.0,38.5
603260.SH,化工原料,合盛硅业,8.0,59.0,33.5
603266.SH,汽车配件,天龙股份,24.0,64.0,44.0
603267.SH,元器件,鸿远电子,8.0,57.0,32.5
603268.SH,陶瓷,松发股份,16.0,55.0,35.5
603269.SH,机械基件,海鸥股份,40.0,45.0,42.5
603277.SH,专用机械,银都股份,32.0,57.0,44.5
603278.SH,钢加工,大业股份,36.0,46.0,41.0
603279.SH,环境保护,景津装备,16.0,71.0,43.5
603283.SH,专用机械,赛腾股份,40.0,49.0,44.5
603286.SH,汽车配件,日盈电子,24.0,65.0,44.5
603288.SH,食品,海天味业,8.0,58.0,33.0
603289.SH,专用机械,泰瑞机器,32.0,65.0,48.5
603290.SH,半导体,斯达半导,8.0,57.0,32.5
603297.SH,电器仪表,永新光学,8.0,54.0,31.0
603298.SH,专用机械,杭叉集团,40.0,76.0,58.0
603299.SH,食品,苏盐井神,24.0,69.0,46.5
603300.SH,多元金融,华铁应急,24.0,79.0,51.5
603301.SH,医疗保健,振德医疗,40.0,77.0,58.5
603303.SH,家用电器,得邦照明,24.0,59.0,41.5
603305.SH,汽车配件,旭升股份,8.0,57.0,32.5
603306.SH,汽车配件,华懋科技,8.0,60.0,34.0
603308.SH,专用机械,应流股份,16.0,59.0,37.5
603309.SH,医疗保健,维力医疗,32.0,54.0,43.0
603311.SH,家用电器,金海高科,16.0,63.0,39.5
603313.SH,家居用品,梦百合,32.0,48.0,40.0
603315.SH,机械基件,福鞍股份,8.0,47.0,27.5
603316.SH,建筑工程,诚邦股份,24.0,56.0,40.0
603317.SH,食品,天味食品,8.0,71.0,39.5
603318.SH,供气供热,水发燃气,24.0,51.0,37.5
603319.SH,汽车配件,湘油泵,24.0,54.0,39.0
603320.SH,机械基件,迪贝电气,32.0,64.0,48.0
603321.SH,运输设备,梅轮电梯,24.0,55.0,39.5
603322.SH,通信设备,ST超讯,40.0,55.0,47.5
603323.SH,银行,苏农银行,16.0,80.0,48.0
603324.SH,环境保护,盛剑环境,16.0,51.0,33.5
603326.SH,家居用品,我乐家居,24.0,57.0,40.5
603327.SH,元器件,福蓉科技,24.0,67.0,45.5
603328.SH,元器件,依顿电子,32.0,62.0,47.0
603329.SH,仓储物流,上海雅仕,24.0,52.0,38.0
603330.SH,塑料,上海天洋,24.0,49.0,36.5
603331.SH,专用机械,百达精工,40.0,50.0,45.0
603332.SH,化纤,苏州龙杰,24.0,56.0,40.0
603333.SH,电气设备,尚纬股份,24.0,54.0,39.0
603335.SH,汽车配件,迪生力,24.0,64.0,44.0
603336.SH,农业综合,宏辉果蔬,60.0,53.0,56.5
603337.SH,纺织机械,杰克股份,24.0,71.0,47.5
603338.SH,专用机械,浙江鼎力,16.0,63.0,39.5
603339.SH,专用机械,四方科技,32.0,68.0,50.0
603345.SH,食品,安井食品,16.0,63.0,39.5
603348.SH,汽车配件,文灿股份,24.0,64.0,44.0
603351.SH,化学制药,威尔药业,24.0,62.0,43.0
603353.SH,石油贸易,和顺石油,28.0,63.0,45.5
603355.SH,家用电器,莱克电气,24.0,67.0,45.5
603356.SH,运输设备,华菱精工,32.0,52.0,42.0
603357.SH,建筑工程,设计总院,24.0,65.0,44.5
603358.SH,汽车配件,华达科技,24.0,77.0,50.5
603359.SH,环境保护,东珠生态,24.0,53.0,38.5
603360.SH,化工原料,百傲化学,24.0,60.0,42.0
603363.SH,饲料,傲农生物,32.0,54.0,43.0
603365.SH,纺织,水星家纺,24.0,60.0,42.0
603366.SH,家用电器,日出东方,32.0,63.0,47.5
603367.SH,化学制药,辰欣药业,32.0,53.0,42.5
603368.SH,医药商业,柳药股份,24.0,67.0,45.5
603369.SH,白酒,今世缘,24.0,58.0,41.0
603377.SH,汽车服务,东方时尚,16.0,74.0,45.0
603378.SH,染料涂料,亚士创能,40.0,46.0,43.0
603379.SH,化工原料,三美股份,24.0,59.0,41.5
603380.SH,元器件,易德龙,24.0,59.0,41.5
603383.SH,软件服务,顶点软件,8.0,55.0,31.5
603385.SH,家居用品,惠达卫浴,68.0,59.0,63.5
603386.SH,元器件,广东骏亚,32.0,63.0,47.5
603387.SH,医疗保健,基蛋生物,24.0,57.0,40.5
603388.SH,建筑工程,元成股份,16.0,58.0,37.0
603389.SH,家居用品,亚振家居,8.0,39.0,23.5
603390.SH,汽车配件,通达电气,16.0,43.0,29.5
603392.SH,医疗保健,万泰生物,8.0,53.0,30.5
603393.SH,供气供热,新天然气,20.0,77.0,48.5
603396.SH,专用机械,金辰股份,16.0,53.0,34.5
603398.SH,文教休闲,沐邦高科,8.0,63.0,35.5
603399.SH,小金属,吉翔股份,32.0,56.0,44.0
603408.SH,家居用品,建霖家居,32.0,54.0,43.0
603416.SH,电器仪表,信捷电气,24.0,68.0,46.0
603421.SH,通信设备,鼎信通讯,32.0,51.0,41.5
603429.SH,广告包装,集友股份,8.0,58.0,33.0
603439.SH,中成药,贵州三力,16.0,67.0,41.5
603444.SH,互联网,吉比特,16.0,67.0,41.5
603456.SH,医疗保健,九洲药业,16.0,46.0,31.0
603458.SH,建筑工程,勘设股份,24.0,66.0,45.0
603466.SH,文教休闲,风语筑,24.0,60.0,42.0
603477.SH,农业综合,巨星农牧,60.0,68.0,64.0
603486.SH,家用电器,科沃斯,8.0,67.0,37.5
603488.SH,电气设备,展鹏科技,16.0,60.0,38.0
603489.SH,电气设备,八方股份,8.0,62.0,35.0
603496.SH,IT设备,恒为科技,28.0,55.0,41.5
603499.SH,广告包装,翔港科技,24.0,56.0,40.0
603500.SH,运输设备,祥和实业,16.0,65.0,40.5
603501.SH,半导体,韦尔股份,24.0,72.0,48.0
603505.SH,矿物制品,金石资源,24.0,68.0,46.0
603506.SH,房产服务,南都物业,24.0,62.0,43.0
603507.SH,电气设备,振江股份,32.0,68.0,50.0
603508.SH,软件服务,思维列控,24.0,64.0,44.0
603511.SH,服饰,爱慕股份,16.0,63.0,39.5
603515.SH,电气设备,欧普照明,32.0,62.0,47.0
603516.SH,通信设备,淳中科技,16.0,63.0,39.5
603517.SH,食品,绝味食品,16.0,67.0,41.5
603518.SH,服饰,锦泓集团,40.0,60.0,50.0
603519.SH,家用电器,立霸股份,24.0,62.0,43.0
603520.SH,化学制药,司太立,16.0,57.0,36.5
603527.SH,铜,众源新材,24.0,45.0,34.5
603528.SH,软件服务,多伦科技,24.0,50.0,37.0
603529.SH,摩托车,爱玛科技,24.0,50.0,37.0
603530.SH,电气设备,神马电力,8.0,61.0,34.5
603533.SH,互联网,掌阅科技,24.0,69.0,46.5
603535.SH,仓储物流,嘉诚国际,8.0,66.0,37.0
603536.SH,食品,惠发食品,24.0,51.0,37.5
603538.SH,化学制药,美诺华,24.0,59.0,41.5
603551.SH,家居用品,奥普家居,24.0,53.0,38.5
603555.SH,服饰,ST贵人,16.0,50.0,33.0
603556.SH,电器仪表,海兴电力,32.0,57.0,44.5
603557.SH,服饰,ST起步,16.0,62.0,39.0
603558.SH,纺织,健盛集团,16.0,56.0,36.0
603559.SH,通信设备,中通国脉,24.0,59.0,41.5
603565.SH,仓储物流,中谷物流,16.0,64.0,40.0
603566.SH,农业综合,普莱柯,8.0,66.0,37.0
603567.SH,中成药,珍宝岛,24.0,54.0,39.0
603568.SH,环境保护,伟明环保,8.0,66.0,37.0
603569.SH,仓储物流,长久物流,24.0,71.0,47.5
603577.SH,电气设备,汇金通,32.0,47.0,39.5
603578.SH,玻璃,三星新材,24.0,64.0,44.0
603579.SH,家用电器,荣泰健康,24.0,59.0,41.5
603580.SH,化工原料,艾艾精工,16.0,51.0,33.5
603583.SH,电气设备,捷昌驱动,8.0,60.0,34.0
603585.SH,化工原料,苏利股份,32.0,60.0,46.0
603586.SH,汽车配件,金麒麟,24.0,75.0,49.5
603587.SH,服饰,地素时尚,16.0,64.0,40.0
603588.SH,环境保护,高能环境,24.0,73.0,48.5
603589.SH,白酒,口子窖,32.0,50.0,41.0
603590.SH,生物制药,康辰药业,32.0,49.0,40.5
603595.SH,元器件,东尼电子,16.0,50.0,33.0
603596.SH,汽车配件,伯特利,8.0,68.0,38.0
603598.SH,影视音像,引力传媒,40.0,67.0,53.5
603599.SH,农药化肥,广信股份,8.0,62.0,35.0
603600.SH,家居用品,永艺股份,40.0,53.0,46.5
603601.SH,玻璃,再升科技,16.0,66.0,41.0
603602.SH,通信设备,纵横通信,32.0,57.0,44.5
603603.SH,环境保护,博天环境,32.0,51.0,41.5
603605.SH,日用化工,珀莱雅,8.0,66.0,37.0
603606.SH,电气设备,东方电缆,16.0,67.0,41.5
603607.SH,造纸,京华激光,16.0,59.0,37.5
603608.SH,服饰,天创时尚,24.0,50.0,37.0
603609.SH,饲料,禾丰股份,40.0,55.0,47.5
603610.SH,家居用品,麒盛科技,16.0,52.0,34.0
603611.SH,运输设备,诺力股份,32.0,55.0,43.5
603612.SH,矿物制品,索通发展,40.0,53.0,46.5
603613.SH,互联网,国联股份,56.0,70.0,63.0
603615.SH,家居用品,茶花股份,16.0,49.0,32.5
603616.SH,其他建材,韩建河山,24.0,61.0,42.5
603617.SH,专用机械,君禾股份,32.0,72.0,52.0
603618.SH,电气设备,杭电股份,40.0,51.0,45.5
603619.SH,石油开采,中曼石油,16.0,53.0,34.5
603626.SH,元器件,科森科技,32.0,60.0,46.0
603628.SH,电气设备,清源股份,24.0,72.0,48.0
603629.SH,元器件,利通电子,40.0,47.0,43.5
603630.SH,日用化工,拉芳家化,24.0,63.0,43.5
603633.SH,元器件,徕木股份,16.0,63.0,39.5
603636.SH,软件服务,南威软件,32.0,54.0,43.0
603637.SH,建筑工程,镇海股份,16.0,71.0,43.5
603638.SH,专用机械,艾迪精密,16.0,65.0,40.5
603639.SH,农药化肥,海利尔,16.0,62.0,39.0
603648.SH,仓储物流,畅联股份,16.0,77.0,46.5
603650.SH,化工原料,彤程新材,8.0,51.0,29.5
603655.SH,汽车配件,朗博科技,8.0,62.0,35.0
603656.SH,专用机械,泰禾智能,32.0,59.0,45.5
603657.SH,家用电器,春光科技,16.0,55.0,35.5
603658.SH,医疗保健,安图生物,24.0,48.0,36.0
603659.SH,化工原料,璞泰来,8.0,57.0,32.5
603660.SH,通信设备,苏州科达,32.0,61.0,46.5
603661.SH,家居用品,恒林股份,40.0,65.0,52.5
603662.SH,电器仪表,柯力传感,24.0,59.0,41.5
603663.SH,小金属,三祥新材,16.0,67.0,41.5
603665.SH,纺织,康隆达,8.0,51.0,29.5
603666.SH,专用机械,亿嘉和,8.0,59.0,33.5
603667.SH,机械基件,五洲新春,24.0,64.0,44.0
603668.SH,饲料,天马科技,16.0,64.0,40.0
603669.SH,化学制药,灵康药业,16.0,54.0,35.0
603676.SH,化学制药,卫信康,24.0,63.0,43.5
603677.SH,家用电器,奇精机械,32.0,65.0,48.5
603678.SH,元器件,火炬电子,16.0,61.0,38.5
603679.SH,电气设备,华体科技,24.0,59.0,41.5
603680.SH,运输设备,今创集团,24.0,58.0,41.0
603681.SH,化工原料,永冠新材,24.0,60.0,42.0
603682.SH,房产服务,锦和商业,28.0,70.0,49.0
603683.SH,化工原料,晶华新材,32.0,57.0,44.5
603685.SH,电气设备,晨丰科技,32.0,53.0,42.5
603686.SH,环境保护,福龙马,40.0,55.0,47.5
603687.SH,广告包装,大胜达,24.0,67.0,45.5
603688.SH,矿物制品,石英股份,8.0,52.0,30.0
603689.SH,供气供热,皖天然气,40.0,82.0,61.0
603690.SH,半导体,至纯科技,24.0,46.0,35.0
603693.SH,新型电力,江苏新能,16.0,66.0,41.0
603696.SH,食品,安记食品,24.0,50.0,37.0
603697.SH,食品,有友食品,16.0,49.0,32.5
603698.SH,专用机械,航天工程,24.0,77.0,50.5
603699.SH,专用机械,纽威股份,40.0,66.0,53.0
603700.SH,电器仪表,宁水集团,40.0,42.0,41.0
603701.SH,汽车配件,德宏股份,16.0,60.0,38.0
603703.SH,通信设备,盛洋科技,16.0,62.0,39.0
603706.SH,供气供热,东方环宇,16.0,60.0,38.0
603707.SH,生物制药,健友股份,24.0,40.0,32.0
603708.SH,超市连锁,家家悦,24.0,61.0,42.5
603709.SH,家居用品,中源家居,32.0,54.0,43.0
603711.SH,软饮料,香飘飘,32.0,47.0,39.5
603712.SH,通信设备,七一二,8.0,61.0,34.5
603713.SH,仓储物流,密尔克卫,16.0,62.0,39.0
603716.SH,医药商业,塞力医疗,24.0,54.0,39.0
603717.SH,环境保护,天域生态,16.0,56.0,36.0
603718.SH,农业综合,海利生物,8.0,48.0,28.0
603719.SH,食品,良品铺子,24.0,60.0,42.0
603721.SH,影视音像,中广天择,16.0,64.0,40.0
603722.SH,化工原料,阿科力,16.0,58.0,37.0
603725.SH,塑料,天安新材,32.0,56.0,44.0
603726.SH,家用电器,朗迪集团,24.0,60.0,42.0
603727.SH,石油开采,博迈科,80.0,58.0,69.0
603728.SH,电气设备,鸣志电器,24.0,67.0,45.5
603729.SH,广告包装,ST龙韵,32.0,54.0,43.0
603730.SH,汽车配件,岱美股份,16.0,58.0,37.0
603733.SH,造纸,仙鹤股份,8.0,60.0,34.0
603737.SH,染料涂料,三棵树,24.0,59.0,41.5
603738.SH,元器件,泰晶科技,8.0,67.0,37.5
603739.SH,农业综合,蔚蓝生物,24.0,58.0,41.0
603755.SH,食品,日辰股份,8.0,53.0,30.5
603757.SH,专用机械,大元泵业,40.0,64.0,52.0
603758.SH,汽车配件,秦安股份,24.0,62.0,43.0
603759.SH,水务,海天股份,16.0,62.0,39.0
603766.SH,摩托车,隆鑫通用,32.0,61.0,46.5
603767.SH,汽车配件,中马传动,24.0,61.0,42.5
603768.SH,汽车配件,常青股份,32.0,53.0,42.5
603773.SH,元器件,沃格光电,32.0,53.0,42.5
603776.SH,公共交通,永安行,16.0,65.0,40.5
603777.SH,食品,来伊份,24.0,65.0,44.5
603778.SH,建筑工程,乾景园林,8.0,65.0,36.5
603779.SH,红黄酒,威龙股份,24.0,60.0,42.0
603786.SH,汽车配件,科博达,8.0,64.0,36.0
603787.SH,摩托车,新日股份,32.0,69.0,50.5
603788.SH,汽车配件,宁波高发,24.0,64.0,44.0
603789.SH,农用机械,星光农机,8.0,48.0,28.0
603790.SH,染料涂料,雅运股份,32.0,57.0,44.5
603797.SH,环境保护,联泰环保,16.0,74.0,45.0
603798.SH,石油加工,康普顿,8.0,66.0,37.0
603799.SH,小金属,华友钴业,24.0,65.0,44.5
603800.SH,专用机械,道森股份,24.0,53.0,38.5
603801.SH,家居用品,志邦家居,24.0,71.0,47.5
603803.SH,通信设备,瑞斯康达,32.0,47.0,39.5
603806.SH,塑料,福斯特,20.0,55.0,37.5
603808.SH,服饰,歌力思,24.0,65.0,44.5
603809.SH,汽车配件,豪能股份,16.0,62.0,39.0
603810.SH,农药化肥,丰山集团,24.0,59.0,41.5
603811.SH,化学制药,诚意药业,24.0,71.0,47.5
603813.SH,仓储物流,原尚股份,56.0,66.0,61.0
603815.SH,建筑工程,交建股份,24.0,61.0,42.5
603816.SH,家居用品,顾家家居,16.0,82.0,49.0
603817.SH,环境保护,海峡环保,24.0,70.0,47.0
603818.SH,家居用品,曲美家居,32.0,72.0,52.0
603819.SH,电气设备,神力股份,24.0,57.0,40.5
603822.SH,环境保护,嘉澳环保,32.0,50.0,41.0
603823.SH,染料涂料,百合花,32.0,60.0,46.0
603825.SH,互联网,华扬联众,40.0,69.0,54.5
603826.SH,染料涂料,坤彩科技,8.0,59.0,33.5
603828.SH,装修装饰,柯利达,24.0,52.0,38.0
603829.SH,电气设备,洛凯股份,32.0,53.0,42.5
603833.SH,家居用品,欧派家居,8.0,77.0,42.5
603836.SH,仓储物流,海程邦达,32.0,66.0,49.0
603838.SH,陶瓷,四通股份,24.0,49.0,36.5
603839.SH,服饰,安正时尚,32.0,56.0,44.0
603843.SH,建筑工程,正平股份,24.0,64.0,44.0
603848.SH,家居用品,好太太,8.0,55.0,31.5
603855.SH,专用机械,华荣股份,32.0,70.0,51.0
603856.SH,塑料,东宏股份,56.0,57.0,56.5
603858.SH,中成药,步长制药,40.0,74.0,57.0
603859.SH,专用机械,能科科技,24.0,56.0,40.0
603860.SH,建筑工程,中公高科,8.0,69.0,38.5
603861.SH,电气设备,白云电器,32.0,45.0,38.5
603863.SH,造纸,ST松炀,16.0,55.0,35.5
603866.SH,食品,桃李面包,24.0,72.0,48.0
603867.SH,化工原料,新化股份,32.0,53.0,42.5
603868.SH,家用电器,飞科电器,16.0,72.0,44.0
603869.SH,软件服务,新智认知,24.0,67.0,45.5
603871.SH,仓储物流,嘉友国际,16.0,61.0,38.5
603876.SH,铝,鼎胜新材,32.0,59.0,45.5
603877.SH,服饰,太平鸟,32.0,73.0,52.5
603878.SH,钢加工,武进不锈,40.0,70.0,55.0
603879.SH,化工原料,永悦科技,16.0,44.0,30.0
603880.SH,医疗保健,南卫股份,32.0,53.0,42.5
603881.SH,电信运营,数据港,32.0,62.0,47.0
603882.SH,医疗保健,金域医学,32.0,61.0,46.5
603883.SH,医药商业,老百姓,16.0,75.0,45.5
603885.SH,空运,吉祥航空,16.0,59.0,37.5
603886.SH,食品,元祖股份,24.0,66.0,45.0
603887.SH,软件服务,城地香江,40.0,57.0,48.5
603888.SH,互联网,新华网,24.0,70.0,47.0
603889.SH,纺织,新澳股份,32.0,54.0,43.0
603890.SH,元器件,春秋电子,40.0,57.0,48.5
603893.SH,半导体,瑞芯微,8.0,70.0,39.0
603895.SH,专用机械,天永智能,24.0,39.0,31.5
603896.SH,中成药,寿仙谷,8.0,75.0,41.5
603897.SH,电气设备,长城科技,40.0,67.0,53.5
603898.SH,家居用品,好莱客,32.0,65.0,48.5
603899.SH,文教休闲,晨光文具,24.0,69.0,46.5
603900.SH,服饰,莱绅通灵,24.0,66.0,45.0
603901.SH,专用机械,永创智能,32.0,65.0,48.5
603903.SH,环境保护,中持股份,32.0,70.0,51.0
603906.SH,化工原料,龙蟠科技,16.0,58.0,37.0
603908.SH,纺织,牧高笛,16.0,49.0,32.5
603909.SH,建筑工程,合诚股份,16.0,77.0,46.5
603912.SH,专用机械,佳力图,24.0,60.0,42.0
603915.SH,机械基件,国茂股份,16.0,61.0,38.5
603916.SH,化工原料,苏博特,24.0,61.0,42.5
603917.SH,汽车配件,合力科技,16.0,68.0,42.0
603918.SH,软件服务,金桥信息,32.0,51.0,41.5
603919.SH,白酒,金徽酒,24.0,67.0,45.5
603920.SH,元器件,世运电路,24.0,66.0,45.0
603922.SH,汽车配件,金鸿顺,16.0,60.0,38.0
603926.SH,汽车配件,铁流股份,32.0,66.0,49.0
603927.SH,软件服务,中科软,32.0,60.0,46.0
603928.SH,化工原料,兴业股份,32.0,66.0,49.0
603929.SH,装修装饰,亚翔集成,24.0,46.0,35.0
603931.SH,化工原料,格林达,16.0,66.0,41.0
603933.SH,商贸代理,睿能科技,16.0,70.0,43.0
603936.SH,元器件,博敏电子,32.0,55.0,43.5
603937.SH,铝,丽岛新材,24.0,71.0,47.5
603938.SH,化工原料,三孚股份,16.0,64.0,40.0
603939.SH,医药商业,益丰药房,8.0,70.0,39.0
603948.SH,化工原料,建业股份,32.0,58.0,45.0
603949.SH,汽车配件,雪龙集团,8.0,71.0,39.5
603950.SH,汽车配件,长源东谷,24.0,73.0,48.5
603955.SH,环境保护,大千生态,24.0,53.0,38.5
